phone_number_e164,phone_number_formatted,phone_number_dashed,entity_name,entity_type,jurisdiction,level,office_type,source_url
+18004248802,(800) 424-8802,800-424-8802,U.S. Coast Guard National Response Center,agency,United States,federal,hotline,https://www.uscg.mil/
+12022167000,(202) 216-7000,202-216-7000,U.S. Court of Appeals for the D.C. Circuit,court,United States,federal,main,https://www.cadc.uscourts.gov/
+13142442400,(314) 244-2400,314-244-2400,U.S. Court of Appeals for the Eighth Circuit,court,United States,federal,main,https://www.ca8.uscourts.gov/
+14043356100,(404) 335-6100,404-335-6100,U.S. Court of Appeals for the Eleventh Circuit,court,United States,federal,main,https://www.ca11.uscourts.gov/
+12022758000,(202) 275-8000,202-275-8000,U.S. Court of Appeals for the Federal Circuit,court,United States,federal,main,https://www.cafc.uscourts.gov/contact-us/
+15043107700,(504) 310-7700,504-310-7700,U.S. Court of Appeals for the Fifth Circuit,court,United States,federal,main,https://www.ca5.uscourts.gov/
+16177489057,(617) 748-9057,617-748-9057,U.S. Court of Appeals for the First Circuit,court,United States,federal,main,https://www.ca1.uscourts.gov/clerks-office
+18049162700,(804) 916-2700,804-916-2700,U.S. Court of Appeals for the Fourth Circuit,court,United States,federal,main,https://www.ca4.uscourts.gov/contact
+14153558000,(415) 355-8000,415-355-8000,U.S. Court of Appeals for the Ninth Circuit,court,United States,federal,main,https://www.ca9.uscourts.gov/
+12128578500,(212) 857-8500,212-857-8500,U.S. Court of Appeals for the Second Circuit,court,United States,federal,main,https://www.ca2.uscourts.gov/clerk/clerks_office.html
+13124355850,(312) 435-5850,312-435-5850,U.S. Court of Appeals for the Seventh Circuit,court,United States,federal,main,https://www.ca7.uscourts.gov/
+15135647000,(513) 564-7000,513-564-7000,U.S. Court of Appeals for the Sixth Circuit,court,United States,federal,main,https://www.ca6.uscourts.gov/
+13038443157,(303) 844-3157,303-844-3157,U.S. Court of Appeals for the Tenth Circuit,court,United States,federal,main,https://www.ca10.uscourts.gov/contact
+12155972995,(215) 597-2995,215-597-2995,U.S. Court of Appeals for the Third Circuit,court,United States,federal,main,https://www.ca3.uscourts.gov/clerks-office
+12023576400,(202) 357-6400,202-357-6400,U.S. Court of Federal Claims,court,United States,federal,main,https://www.uscfc.uscourts.gov/contact-us
+12122642800,(212) 264-2800,212-264-2800,U.S. Court of International Trade,court,United States,federal,main,https://www.cit.uscourts.gov/
+12027202791,(202) 720-2791,202-720-2791,U.S. Department of Agriculture (USDA) Information Hotline,department,United States,federal,main,https://www.usda.gov/contact-us
+12024822000,(202) 482-2000,202-482-2000,U.S. Department of Commerce,department,United States,federal,main,https://www.commerce.gov/about/contact-us
+17035456700,(703) 545-6700,703-545-6700,U.S. Department of Defense (Pentagon),department,United States,federal,main,https://www.defense.gov/
+12024012000,(202) 401-2000,202-401-2000,U.S. Department of Education,department,United States,federal,main,https://www.ed.gov/about/contact-us
+12025861234,(202) 586-1234,202-586-1234,U.S. Department of Energy (DOE),department,United States,federal,main,https://www.energy.gov/contact-us
+12026897560,(202) 689-7560,202-689-7560,U.S. Department of Health and Human Services (HHS),department,United States,federal,main,https://www.hhs.gov/about/contact-us/index.html
+12022828495,(202) 282-8495,202-282-8495,U.S. Department of Homeland Security (DHS) Comment Line,department,United States,federal,comments,https://www.dhs.gov/contact-us
+12027081112,(202) 708-1112,202-708-1112,U.S. Department of Housing and Urban Development (HUD),department,United States,federal,main,https://www.hud.gov/contact
+12025142000,(202) 514-2000,202-514-2000,U.S. Department of Justice (DOJ),department,United States,federal,switchboard,https://www.justice.gov/contact-us
+12026933000,(202) 693-3000,202-693-3000,U.S. Department of Labor,department,United States,federal,main,https://www.dol.gov/general/contact
+12026474000,(202) 647-4000,202-647-4000,U.S. Department of State,department,United States,federal,main,https://www.state.gov/
+12023664000,(202) 366-4000,202-366-4000,U.S. Department of Transportation (DOT),department,United States,federal,main,https://www.transportation.gov/
+12022083100,(202) 208-3100,202-208-3100,U.S. Department of the Interior,department,United States,federal,main,https://www.doi.gov/contact-us
+12026222000,(202) 622-2000,202-622-2000,U.S. Department of the Treasury,department,United States,federal,main,https://home.treasury.gov/utility/contact
+18884474722,(888) 447-4722,888-447-4722,U.S. Geological Survey (USGS),agency,United States,federal,main,https://www.usgs.gov/
+12025124400,(202) 512-4400,202-512-4400,U.S. Government Accountability Office (GAO),agency,United States,federal,main,https://www.gao.gov/about/contact-us
+12025121800,(202) 512-1800,202-512-1800,U.S. Government Publishing Office (GPO),agency,United States,federal,main,https://www.gpo.gov/
+12023079100,(202) 307-9100,202-307-9100,U.S. Marshals Service (USMS),agency,United States,federal,main,https://www.usmarshals.gov/who-we-are/contact-us
+15712721000,(571) 272-1000,571-272-1000,U.S. Patent and Trademark Office (USPTO),agency,United States,federal,main,https://www.uspto.gov/about-us/contact-us
+18006543339,(800) 654-3339,800-654-3339,U.S. Postal Inspection Service - mail crime,law_enforcement,United States,federal,tip_line,https://www.uspis.gov/
+18772876355,(877) 287-6355,877-287-6355,U.S. Postal Inspection Service alt,law_enforcement,United States,federal,tip_line,https://www.uspis.gov/
+12024061900,(202) 406-1900,202-406-1900,U.S. Secret Service,agency,United States,federal,main,https://www.secretservice.gov/contact
+12025210700,(202) 521-0700,202-521-0700,U.S. Tax Court,court,United States,federal,main,https://www.ustaxcourt.gov/
+18003755283,(800) 375-5283,800-375-5283,USCIS National Customer Service Center,agency,United States,federal,consumer,https://www.uscis.gov/contactcenter
+18002758777,(800) 275-8777,800-275-8777,USPS Customer Service (1-800-ASK-USPS),agency,United States,federal,consumer,https://www.usps.com/help/contact-us.htm
+12022682000,(202) 268-2000,202-268-2000,USPS Headquarters,agency,United States,federal,main,https://www.usps.com/
+18007869199,(800) 786-9199,800-786-9199,USPTO Inventor Assistance,agency,United States,federal,consumer,https://www.uspto.gov/about-us/contact-us
+18884424551,(888) 442-4551,888-442-4551,VA GI Bill Hotline,department,United States,federal,hotline,https://www.va.gov/education/
+12024561111,(202) 456-1111,202-456-1111,White House Comments Line,executive,United States,federal,comments,https://www.whitehouse.gov/contact/
+12024566213,(202) 456-6213,202-456-6213,White House Comments TTY,executive,United States,federal,comments_tty,https://www.whitehouse.gov/contact/
+12024561414,(202) 456-1414,202-456-1414,White House Switchboard,executive,United States,federal,switchboard,https://www.whitehouse.gov/contact/
+12024562121,(202) 456-2121,202-456-2121,White House Visitor's Office,executive,United States,federal,visitors,https://www.whitehouse.gov/contact/
+15057682000,(505) 768-2000,505-768-2000,Albuquerque City Hall / 311,city_hall,"Albuquerque, NM",municipal,main,https://www.cabq.gov/mayor/311/311-information/contacting-311/
+15052422677,(505) 242-2677,505-242-2677,Albuquerque Police Department non-emergency (242-COPS),police_non_emergency,"Albuquerque, NM",municipal,main,https://www.cabq.gov/police/contact-the-police
+17147655247,(714) 765-5247,714-765-5247,Anaheim Mayor's Office,mayor,"Anaheim, CA",municipal,main,https://www.anaheim.net/2495/Customer-Service
+17147651900,(714) 765-1900,714-765-1900,Anaheim Police Department non-emergency,police_non_emergency,"Anaheim, CA",municipal,main,https://pd.anaheim.net/214/Contact
+19077868900,(907) 786-8900,907-786-8900,Anchorage Police Department main / non-emergency,police_non_emergency,"Anchorage, AK",municipal,main,https://www.anchoragepolice.com/phone-list
+18172744444,(817) 274-4444,817-274-4444,Arlington Police Department non-emergency,police_non_emergency,"Arlington, TX",municipal,main,https://www.arlingtontx.gov/City-Services/Public-Safety/Police-Department/About-the-Police-Department/Contact-the-Police-Department
+14043306050,(404) 330-6050,404-330-6050,Atlanta City Hall General,city_hall,"Atlanta, GA",municipal,main,https://citycouncil.atlantaga.gov/how-do-i/contacts
+14043306054,(404) 330-6054,404-330-6054,Atlanta Mayor's Office,mayor,"Atlanta, GA",municipal,main,https://www.atlantaga.gov/government/mayor-s-office
+14046586666,(404) 658-6666,404-658-6666,Atlanta Police Department non-emergency,police_non_emergency,"Atlanta, GA",municipal,main,https://www.atlantapd.org/about-apd/contact-us
+13037397000,(303) 739-7000,303-739-7000,Aurora City Hall (Access Aurora),city_hall,"Aurora, CO",municipal,main,https://www.auroragov.org/city_hall/contact_us
+13037397015,(303) 739-7015,303-739-7015,Aurora Mayor / Council Office,mayor,"Aurora, CO",municipal,main,https://www.auroragov.org/city_hall/mayor___city_council/mayor___council_members/mike_coffman
+13036273100,(303) 627-3100,303-627-3100,Aurora Police non-emergency (Aurora911 dispatch),police_non_emergency,"Aurora, CO",municipal,main,https://www.auroragov.org/residents/public_safety/police/important_phone_numbers
+15129742268,(512) 974-2268,512-974-2268,Austin City Attorney's Office,city_attorney,"Austin, TX",municipal,main,https://www.austintexas.gov/department/law
+15129742210,(512) 974-2210,512-974-2210,Austin City Clerk's Office,city_clerk,"Austin, TX",municipal,main,https://www.austintexas.gov/clerk
+15129742000,(512) 974-2000,512-974-2000,Austin City Hall (311),city_hall,"Austin, TX",municipal,main,https://www.austintexas.gov/3-1-1
+15129782100,(512) 978-2100,512-978-2100,Austin Mayor's Office,mayor,"Austin, TX",municipal,main,https://www.austintexas.gov/department/mayors-office-contact-information
+16613277111,(661) 327-7111,661-327-7111,Bakersfield Police Department non-emergency,police_non_emergency,"Bakersfield, CA",municipal,main,https://www.bakersfieldcity.us/257/Police
+14103963297,(410) 396-3297,410-396-3297,Baltimore City Solicitor / Law Department,city_attorney,"Baltimore, MD",municipal,main,https://law.baltimorecity.gov/
+14103963835,(410) 396-3835,410-396-3835,Baltimore Mayor's Office,mayor,"Baltimore, MD",municipal,main,https://mayor.baltimorecity.gov/bc/contact
+14432632220,(443) 263-2220,443-263-2220,Baltimore Police non-emergency (311 outside city),police_non_emergency,"Baltimore, MD",municipal,main,https://www.baltimorepolice.org/contact-baltimore-police-department
+16176354058,(617) 635-4058,617-635-4058,Boston Law Department,city_attorney,"Boston, MA",municipal,main,https://www.boston.gov/departments/law
+16176354500,(617) 635-4500,617-635-4500,Boston Mayor's Office,mayor,"Boston, MA",municipal,main,https://www.boston.gov/departments/mayors-office
+16173434200,(617) 343-4200,617-343-4200,Boston Police Department non-emergency,police_non_emergency,"Boston, MA",municipal,main,https://police.boston.gov/directory/
+17168515169,(716) 851-5169,716-851-5169,Buffalo Mayor's Office,mayor,"Buffalo, NY",municipal,main,https://www.buffalony.gov/1139/Christopher-P-Scanlon
+17168532222,(716) 853-2222,716-853-2222,Buffalo Police non-emergency,police_non_emergency,"Buffalo, NY",municipal,main,https://www.bpdny.org/149/Contact-Information
+14807824130,(480) 782-4130,480-782-4130,Chandler Police Department non-emergency,police_non_emergency,"Chandler, AZ",municipal,main,https://chandlerazpd.gov/contact-cpd/
+17043362241,(704) 336-2241,704-336-2241,Charlotte Mayor's Office,mayor,"Charlotte, NC",municipal,main,https://www.charlottenc.gov/City-Government/Leadership/Mayor
+13127425375,(312) 742-5375,312-742-5375,Chicago City Clerk (312-742-CLERK),city_clerk,"Chicago, IL",municipal,main,https://www.chicityclerk.com/contact-us
+13127446870,(312) 744-6870,312-744-6870,Chicago City Council Division (City Clerk Council Div),city_council,"Chicago, IL",municipal,main,https://www.chicityclerk.com/contact-us
+13127446249,(312) 744-6249,312-744-6249,Chicago Department of Business Affairs and Consumer Protection (BACP),consumer_affairs,"Chicago, IL",municipal,main,https://www.chicago.gov/city/en/depts/bacp.html
+13127446975,(312) 744-6975,312-744-6975,Chicago Law Department (Corporation Counsel),city_attorney,"Chicago, IL",municipal,main,https://www.chicago.gov/city/en/depts/dol.html
+13127443334,(312) 744-3334,312-744-3334,Chicago Mayor's Press Office,mayor,"Chicago, IL",municipal,press,https://www.chicago.gov/city/en/depts/mayor.html
+15133523250,(513) 352-3250,513-352-3250,Cincinnati Mayor's Office,mayor,"Cincinnati, OH",municipal,main,https://www.cincinnati-oh.gov/mayor/contact-the-mayor/
+15137651212,(513) 765-1212,513-765-1212,Cincinnati Police non-emergency,police_non_emergency,"Cincinnati, OH",municipal,main,https://www.cincinnati-oh.gov/police/contact-us/
+12166642000,(216) 664-2000,216-664-2000,Cleveland 311 City Hall,city_hall,"Cleveland, OH",municipal,main,https://www.clevelandohio.gov/contact
+12166211234,(216) 621-1234,216-621-1234,Cleveland Police Department non-emergency,police_non_emergency,"Cleveland, OH",municipal,main,https://www.clevelandohio.gov/police/contact-us/
+17193855900,(719) 385-5900,719-385-5900,Colorado Springs Mayor's Office,mayor,"Colorado Springs, CO",municipal,main,https://coloradosprings.gov/mayor
+17194447000,(719) 444-7000,719-444-7000,Colorado Springs Police Department non-emergency,police_non_emergency,"Colorado Springs, CO",municipal,main,https://coloradosprings.gov/police-department/page/police-department-contact-us
+16146457385,(614) 645-7385,614-645-7385,Columbus City Attorney's Office,city_attorney,"Columbus, OH",municipal,main,https://city-attorney.columbus.gov/
+16146457671,(614) 645-7671,614-645-7671,Columbus Mayor's Office,mayor,"Columbus, OH",municipal,main,https://www.columbus.gov/Government/Mayors-Office
+16146454545,(614) 645-4545,614-645-4545,Columbus Police non-emergency,police_non_emergency,"Columbus, OH",municipal,main,https://www.columbus.gov/Services/Public-Safety/Police/About-the-Columbus-Division-of-Police/Contact-the-Division-of-Police
+13618268489,(361) 826-8489,361-826-8489,Corpus Christi 311 / City Hall,city_hall,"Corpus Christi, TX",municipal,main,https://www.corpuschristitx.gov/department-directory/communications/311-call-center/
+13618862600,(361) 886-2600,361-886-2600,Corpus Christi Police Department non-emergency,police_non_emergency,"Corpus Christi, TX",municipal,main,https://www.corpuschristitx.gov/department-directory/police-department/
+12146703111,(214) 670-3111,214-670-3111,Dallas City Attorney's Office,city_attorney,"Dallas, TX",municipal,main,https://dallascityhall.com/departments/city-attorney/Pages/Tammy-Palomino-Bio.aspx
+12146703297,(214) 670-3297,214-670-3297,Dallas City Manager's Office,city_manager,"Dallas, TX",municipal,main,https://dallascityhall.com/government/citymanager/Pages/contacts.aspx
+12146716736,(214) 671-6736,214-671-6736,Dallas City Secretary's Office (Open Records),city_clerk,"Dallas, TX",municipal,main,https://dallascityhall.com/government/citysecretary/openrecords/Pages/contacts.aspx
+12146703301,(214) 670-3301,214-670-3301,Dallas Mayor's Office,mayor,"Dallas, TX",municipal,main,https://dallascityhall.com/government/citymayor/Pages/contact.aspx
+12146714500,(214) 671-4500,214-671-4500,Dallas Police Department non-emergency,police_non_emergency,"Dallas, TX",municipal,main,https://www.dallaspolice.net/about/Pages/Contact.aspx
+17209138050,(720) 913-8050,720-913-8050,Denver City Attorney's Office (Criminal Division),city_attorney,"Denver, CO",municipal,main,https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/City-Attorneys-Office
+17208659000,(720) 865-9000,720-865-9000,Denver Mayor's Office,mayor,"Denver, CO",municipal,main,https://denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Mayors-Office
+17209132000,(720) 913-2000,720-913-2000,Denver Police Department non-emergency,police_non_emergency,"Denver, CO",municipal,main,https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Police-Department
+13132244550,(313) 224-4550,313-224-4550,Detroit Law Department (Corporation Counsel),city_attorney,"Detroit, MI",municipal,main,https://detroitmi.gov/departments/law-department
+13132674600,(313) 267-4600,313-267-4600,Detroit Police non-emergency (TCRU),police_non_emergency,"Detroit, MI",municipal,main,https://detroitmi.gov/departments/police-department/report-crime
+19152120033,(915) 212-0033,915-212-0033,El Paso City Attorney's Office,city_attorney,"El Paso, TX",municipal,main,https://www.elpasotexas.gov/city-attorney/
+19152120049,(915) 212-0049,915-212-0049,El Paso City Clerk,city_clerk,"El Paso, TX",municipal,main,https://www.elpasotexas.gov/departments
+19155414000,(915) 541-4000,915-541-4000,El Paso City Hall,city_hall,"El Paso, TX",municipal,main,https://www.elpasotexas.gov/contact
+19155414145,(915) 541-4145,915-541-4145,El Paso Mayor's Office,mayor,"El Paso, TX",municipal,main,https://www.elpasotexas.gov/government/mayor/
+19158324400,(915) 832-4400,915-832-4400,El Paso Police Department non-emergency,police_non_emergency,"El Paso, TX",municipal,main,https://eppd.org/public-services/report-a-crime
+12604272146,(260) 427-2146,260-427-2146,Fort Wayne Mayor's Office,mayor,"Fort Wayne, IN",municipal,main,https://www.cityoffortwayne.in.gov/427/Mayors-Office
+12604271222,(260) 427-1222,260-427-1222,Fort Wayne Police non-emergency,police_non_emergency,"Fort Wayne, IN",municipal,main,https://www.fwpd.org/about-us/contact-us
+18173927600,(817) 392-7600,817-392-7600,Fort Worth City Attorney's Office,city_attorney,"Fort Worth, TX",municipal,main,https://www.fortworthtexas.gov/departments/cityattorney
+18173926161,(817) 392-6161,817-392-6161,Fort Worth City Hall,city_hall,"Fort Worth, TX",municipal,main,https://www.fortworthtexas.gov/government/elected-officials/mattie-parker
+18173926150,(817) 392-6150,817-392-6150,Fort Worth City Secretary's Office,city_clerk,"Fort Worth, TX",municipal,main,https://www.fortworthtexas.gov/departments/citysecretary
+18173926118,(817) 392-6118,817-392-6118,Fort Worth Mayor's Office,mayor,"Fort Worth, TX",municipal,main,https://www.fortworthtexas.gov/government/mayor
+18173924222,(817) 392-4222,817-392-4222,Fort Worth Police non-emergency,police_non_emergency,"Fort Worth, TX",municipal,main,https://police.fortworthtexas.gov/Contact
+15596217500,(559) 621-7500,559-621-7500,Fresno City Attorney's Office,city_attorney,"Fresno, CA",municipal,main,https://www.fresno.gov/cityattorney/
+15596217650,(559) 621-7650,559-621-7650,Fresno City Clerk,city_clerk,"Fresno, CA",municipal,main,https://www.fresno.gov/cityclerk/
+15596218000,(559) 621-8000,559-621-8000,Fresno Mayor's Office,mayor,"Fresno, CA",municipal,main,https://www.fresno.gov/mayor/
+15596217000,(559) 621-7000,559-621-7000,Fresno Police Department non-emergency,police_non_emergency,"Fresno, CA",municipal,main,https://www.fresno.gov/police/police-contacts/
+13363732489,(336) 373-2489,336-373-2489,Greensboro Mayor's Office / City Hall,mayor,"Greensboro, NC",municipal,main,https://www.greensboro-nc.gov/departments/contact-us
+13363732222,(336) 373-2222,336-373-2222,Greensboro Police Department non-emergency,police_non_emergency,"Greensboro, NC",municipal,main,https://www.greensboro-nc.gov/departments/police
+17022672323,(702) 267-2323,702-267-2323,Henderson Mayor's Office,mayor,"Henderson, NV",municipal,main,https://www.cityofhenderson.com/government/mayor-and-city-council/mayor-michelle-romero
+17022675000,(702) 267-5000,702-267-5000,Henderson Police Department non-emergency,police_non_emergency,"Henderson, NV",municipal,main,https://www.cityofhenderson.com/government/departments/police
+18087684141,(808) 768-4141,808-768-4141,Honolulu Mayor's Office,mayor,"Honolulu, HI",municipal,main,https://www.honolulu.gov/mayor/
+18085293111,(808) 529-3111,808-529-3111,Honolulu Police Department non-emergency main,police_non_emergency,"Honolulu, HI",municipal,main,https://www.honolulupd.org/contact-us/
+18323936491,(832) 393-6491,832-393-6491,Houston City Attorney / Legal Department,city_attorney,"Houston, TX",municipal,main,https://www.houstontx.gov/legal/
+17138370311,(713) 837-0311,713-837-0311,Houston City Hall Switchboard,city_hall,"Houston, TX",municipal,main,https://www.houstontx.gov/contactus/
+18323930830,(832) 393-0830,832-393-0830,Houston Mayor's Office of Communications,mayor,"Houston, TX",municipal,press,https://www.houstontx.gov/moc/
+18323931100,(832) 393-1100,832-393-1100,Houston Office of the City Secretary (City Council),city_council,"Houston, TX",municipal,main,https://www.houstontx.gov/citysec/
+17138843131,(713) 884-3131,713-884-3131,Houston Police Department non-emergency,police_non_emergency,"Houston, TX",municipal,main,https://www.houstontx.gov/police/contact/
+13173274242,(317) 327-4242,317-327-4242,Indianapolis City-County Council,city_council,"Indianapolis, IN",municipal,main,https://www.indy.gov/agency/city-county-council
+13173273601,(317) 327-3601,317-327-3601,Indianapolis Mayor's Office,mayor,"Indianapolis, IN",municipal,main,https://www.indy.gov/agency/office-of-the-mayor
+13173273811,(317) 327-3811,317-327-3811,Indianapolis Metropolitan Police Department non-emergency,police_non_emergency,"Indianapolis, IN",municipal,main,https://www.indy.gov/activity/contact-impd
+19042555000,(904) 255-5000,904-255-5000,Jacksonville Mayor's Office,mayor,"Jacksonville, FL",municipal,main,https://www.jacksonville.gov/mayor
+19042555100,(904) 255-5100,904-255-5100,Jacksonville Office of General Counsel,city_attorney,"Jacksonville, FL",municipal,main,https://www.jacksonville.gov/ogc/contact-us
+19046300500,(904) 630-0500,904-630-0500,Jacksonville Sheriff's Office non-emergency (JSO),police_non_emergency,"Jacksonville, FL",municipal,main,https://www.jaxsheriff.org/Contact-Us.aspx
+12015475477,(201) 547-5477,201-547-5477,Jersey City Police non-emergency,police_non_emergency,"Jersey City, NJ",municipal,main,https://www.jerseycitynj.gov/cityhall/public_safety/Police
+18165133600,(816) 513-3600,816-513-3600,Kansas City Mayor's Office,mayor,"Kansas City, MO",municipal,main,https://www.kcmo.gov/city-hall/city-officials/mayor-quinton-lucas
+18162345111,(816) 234-5111,816-234-5111,Kansas City Police Department non-emergency,police_non_emergency,"Kansas City, MO",municipal,main,https://kcpolice.org/contact-us/
+17022296629,(702) 229-6629,702-229-6629,Las Vegas City Attorney's Office,city_attorney,"Las Vegas, NV",municipal,main,https://www.lasvegasnevada.gov/Government/Departments/City-Attorney
+17022296241,(702) 229-6241,702-229-6241,Las Vegas Mayor's Office,mayor,"Las Vegas, NV",municipal,main,https://www.lasvegasnevada.gov/Government/Mayor-City-Council/Mayor
+17028283111,(702) 828-3111,702-828-3111,Las Vegas Metro Police non-emergency / Dispatch,police_non_emergency,"Las Vegas, NV",municipal,main,https://www.lvmpd.com/contact/contact-us
+18592583100,(859) 258-3100,859-258-3100,Lexington Mayor's Office,mayor,"Lexington, KY",municipal,main,https://www.lexingtonky.gov/government/mayors-office/about-mayor-linda-gorton
+18592583600,(859) 258-3600,859-258-3600,Lexington Police non-emergency,police_non_emergency,"Lexington, KY",municipal,main,https://www.lexingtonky.gov/contacting-police
+14024417511,(402) 441-7511,402-441-7511,Lincoln Mayor's Office,mayor,"Lincoln, NE",municipal,main,https://www.lincoln.ne.gov/City/Mayor
+14024417204,(402) 441-7204,402-441-7204,Lincoln Police Department non-emergency,police_non_emergency,"Lincoln, NE",municipal,main,https://www.lincoln.ne.gov/City/Departments/Police
+15625706801,(562) 570-6801,562-570-6801,Long Beach Mayor's Office,mayor,"Long Beach, CA",municipal,main,https://www.longbeach.gov/mayor/
+15624356711,(562) 435-6711,562-435-6711,Long Beach Police Department non-emergency,police_non_emergency,"Long Beach, CA",municipal,main,https://www.longbeach.gov/police/contact-us/
+12139788100,(213) 978-8100,213-978-8100,LA City Attorney's Office,city_attorney,"Los Angeles, CA",municipal,main,https://cityattorney.lacity.gov/
+12139781133,(213) 978-1133,213-978-1133,LA City Clerk,city_clerk,"Los Angeles, CA",municipal,main,https://clerk.lacity.gov/contact-us
+12139781043,(213) 978-1043,213-978-1043,LA City Council main intake,city_council,"Los Angeles, CA",municipal,main,https://lacity.gov/government
+12134733231,(213) 473-3231,213-473-3231,LA City Hall / 311,city_hall,"Los Angeles, CA",municipal,main,https://lacity.gov/residents/request-services-report-problems
+12139780600,(213) 978-0600,213-978-0600,LA Mayor's Office,mayor,"Los Angeles, CA",municipal,main,https://locator.lacounty.gov/lac/Location/3069129/city-of-los-angeles-office-of-the-mayor
+18772755273,(877) 275-5273,877-275-5273,LAPD non-emergency (1-877-ASK-LAPD),police_non_emergency,"Los Angeles, CA",municipal,main,https://www.lapdonline.org/contact-us/
+15025742003,(502) 574-2003,502-574-2003,Louisville Mayor's Office,mayor,"Louisville, KY",municipal,main,https://louisvilleky.gov/government/mayor-craig-greenberg/contact-office-mayor-craig-greenberg
+15025747111,(502) 574-7111,502-574-7111,Louisville Metro Police non-emergency,police_non_emergency,"Louisville, KY",municipal,main,https://www.lmpd.gov/237/Important-Phone-Numbers
+16082664611,(608) 266-4611,608-266-4611,Madison Mayor's Office,mayor,"Madison, WI",municipal,main,https://www.cityofmadison.com/mayor/contact
+16082552345,(608) 255-2345,608-255-2345,Madison Police non-emergency,police_non_emergency,"Madison, WI",municipal,main,https://www.cityofmadison.com/police/contact
+19016366735,(901) 636-6735,901-636-6735,Memphis City Attorney / Law Division,city_attorney,"Memphis, TN",municipal,main,https://memphistn.gov/law/
+19016366000,(901) 636-6000,901-636-6000,Memphis Mayor's Office,mayor,"Memphis, TN",municipal,main,https://memphistn.gov/government-mayor/
+19015452677,(901) 545-2677,901-545-2677,Memphis Police Department non-emergency (545-COPS),police_non_emergency,"Memphis, TN",municipal,main,https://www.memphispolice.org/divisions/administrative/communications/
+14806442388,(480) 644-2388,480-644-2388,Mesa Mayor's Office,mayor,"Mesa, AZ",municipal,main,https://www.mesaaz.gov/Government/Mayor-City-Council
+14806442211,(480) 644-2211,480-644-2211,Mesa Police Department non-emergency,police_non_emergency,"Mesa, AZ",municipal,main,https://www.mesaaz.gov/Public-Safety/Mesa-Police/About-Mesa-Police/Communications/Non-Emergency-Menu
+13052505300,(305) 250-5300,305-250-5300,Miami Mayor's Office,mayor,"Miami, FL",municipal,main,https://www.miami.gov/My-Government/City-Officials/Mayor-Francis-Suarez
+13055796111,(305) 579-6111,305-579-6111,Miami Police Department non-emergency,police_non_emergency,"Miami, FL",municipal,main,https://www.miami-police.org/contact.html
+14142862676,(414) 286-2676,414-286-2676,Milwaukee City Attorney's Office,city_attorney,"Milwaukee, WI",municipal,main,https://city.milwaukee.gov/CityAttorney/Shares/Contact-Us.htm
+14142862221,(414) 286-2221,414-286-2221,Milwaukee City Clerk,city_clerk,"Milwaukee, WI",municipal,main,https://city.milwaukee.gov/cityclerk
+14142862200,(414) 286-2200,414-286-2200,Milwaukee Mayor's Office,mayor,"Milwaukee, WI",municipal,main,https://city.milwaukee.gov/mayor/Shares/Contact
+14149334444,(414) 933-4444,414-933-4444,Milwaukee Police non-emergency,police_non_emergency,"Milwaukee, WI",municipal,main,https://city.milwaukee.gov/police/Contact-MPD
+16126733000,(612) 673-3000,612-673-3000,Minneapolis 311 / non-emergency relay,police_non_emergency,"Minneapolis, MN",municipal,main,https://www.minneapolismn.gov/government/departments/police/
+16126732100,(612) 673-2100,612-673-2100,Minneapolis Mayor's Office,mayor,"Minneapolis, MN",municipal,main,https://www.minneapolismn.gov/government/mayor/contact/
+16158626000,(615) 862-6000,615-862-6000,Nashville Mayor's Office,mayor,"Nashville, TN",municipal,main,https://www.nashville.gov/departments/mayor
+16158626341,(615) 862-6341,615-862-6341,Nashville Metro Law Department,city_attorney,"Nashville, TN",municipal,main,https://www.nashville.gov/departments/law
+16158628600,(615) 862-8600,615-862-8600,Nashville Metro Police non-emergency,police_non_emergency,"Nashville, TN",municipal,main,https://www.nashville.gov/departments/emergency-communications/frequently-asked-questions
+15046582299,(504) 658-2299,504-658-2299,New Orleans 311 City Hall,city_hall,"New Orleans, LA",municipal,main,https://nola311.org/
+15046584980,(504) 658-4980,504-658-4980,New Orleans Mayor's Office of Neighborhood Engagement,mayor,"New Orleans, LA",municipal,neighborhood,https://nola311.org/
+15048212222,(504) 821-2222,504-821-2222,New Orleans Police Department non-emergency,police_non_emergency,"New Orleans, LA",municipal,main,https://nola.gov/next/nopd/contact/
+12126399675,(212) 639-9675,212-639-9675,NYC 311 / City Hall General,city_hall,"New York, NY",municipal,main,https://www.nyc.gov/main/your-government/contact-nyc-government
+12128601950,(212) 860-1950,212-860-1950,NYC City Council Speaker's Office,city_council,"New York, NY",municipal,main,https://council.nyc.gov/julie-menin/
+12124360042,(212) 436-0042,212-436-0042,NYC Department of Consumer and Worker Protection (DCWP) Press,consumer_affairs,"New York, NY",municipal,press,https://www.nyc.gov/site/dca/about/contact-us.page
+12123561000,(212) 356-1000,212-356-1000,NYC Law Department (Corporation Counsel),city_attorney,"New York, NY",municipal,main,https://www.nyc.gov/site/law/contact/office-locations.page
