phone_number_e164,phone_number_formatted,phone_number_dashed,area_code,state_or_territory,pattern
+12245550158,(224) 555-0158,224-555-0158,224,Illinois,fictional_555_01XX
+12245550159,(224) 555-0159,224-555-0159,224,Illinois,fictional_555_01XX
+12245550160,(224) 555-0160,224-555-0160,224,Illinois,fictional_555_01XX
+12245550161,(224) 555-0161,224-555-0161,224,Illinois,fictional_555_01XX
+12245550162,(224) 555-0162,224-555-0162,224,Illinois,fictional_555_01XX
+12245550163,(224) 555-0163,224-555-0163,224,Illinois,fictional_555_01XX
+12245550164,(224) 555-0164,224-555-0164,224,Illinois,fictional_555_01XX
+12245550165,(224) 555-0165,224-555-0165,224,Illinois,fictional_555_01XX
+12245550166,(224) 555-0166,224-555-0166,224,Illinois,fictional_555_01XX
+12245550167,(224) 555-0167,224-555-0167,224,Illinois,fictional_555_01XX
+12245550168,(224) 555-0168,224-555-0168,224,Illinois,fictional_555_01XX
+12245550169,(224) 555-0169,224-555-0169,224,Illinois,fictional_555_01XX
+12245550170,(224) 555-0170,224-555-0170,224,Illinois,fictional_555_01XX
+12245550171,(224) 555-0171,224-555-0171,224,Illinois,fictional_555_01XX
+12245550172,(224) 555-0172,224-555-0172,224,Illinois,fictional_555_01XX
+12245550173,(224) 555-0173,224-555-0173,224,Illinois,fictional_555_01XX
+12245550174,(224) 555-0174,224-555-0174,224,Illinois,fictional_555_01XX
+12245550175,(224) 555-0175,224-555-0175,224,Illinois,fictional_555_01XX
+12245550176,(224) 555-0176,224-555-0176,224,Illinois,fictional_555_01XX
+12245550177,(224) 555-0177,224-555-0177,224,Illinois,fictional_555_01XX
+12245550178,(224) 555-0178,224-555-0178,224,Illinois,fictional_555_01XX
+12245550179,(224) 555-0179,224-555-0179,224,Illinois,fictional_555_01XX
+12245550180,(224) 555-0180,224-555-0180,224,Illinois,fictional_555_01XX
+12245550181,(224) 555-0181,224-555-0181,224,Illinois,fictional_555_01XX
+12245550182,(224) 555-0182,224-555-0182,224,Illinois,fictional_555_01XX
+12245550183,(224) 555-0183,224-555-0183,224,Illinois,fictional_555_01XX
+12245550184,(224) 555-0184,224-555-0184,224,Illinois,fictional_555_01XX
+12245550185,(224) 555-0185,224-555-0185,224,Illinois,fictional_555_01XX
+12245550186,(224) 555-0186,224-555-0186,224,Illinois,fictional_555_01XX
+12245550187,(224) 555-0187,224-555-0187,224,Illinois,fictional_555_01XX
+12245550188,(224) 555-0188,224-555-0188,224,Illinois,fictional_555_01XX
+12245550189,(224) 555-0189,224-555-0189,224,Illinois,fictional_555_01XX
+12245550190,(224) 555-0190,224-555-0190,224,Illinois,fictional_555_01XX
+12245550191,(224) 555-0191,224-555-0191,224,Illinois,fictional_555_01XX
+12245550192,(224) 555-0192,224-555-0192,224,Illinois,fictional_555_01XX
+12245550193,(224) 555-0193,224-555-0193,224,Illinois,fictional_555_01XX
+12245550194,(224) 555-0194,224-555-0194,224,Illinois,fictional_555_01XX
+12245550195,(224) 555-0195,224-555-0195,224,Illinois,fictional_555_01XX
+12245550196,(224) 555-0196,224-555-0196,224,Illinois,fictional_555_01XX
+12245550197,(224) 555-0197,224-555-0197,224,Illinois,fictional_555_01XX
+12245550198,(224) 555-0198,224-555-0198,224,Illinois,fictional_555_01XX
+12245550199,(224) 555-0199,224-555-0199,224,Illinois,fictional_555_01XX
+12242345432,(224) 234-5432,224-234-5432,224,Illinois,palindrome_2345432
+12243456543,(224) 345-6543,224-345-6543,224,Illinois,palindrome_3456543
+12244567654,(224) 456-7654,224-456-7654,224,Illinois,palindrome_4567654
+12245678765,(224) 567-8765,224-567-8765,224,Illinois,palindrome_5678765
+12246789876,(224) 678-9876,224-678-9876,224,Illinois,palindrome_6789876
+12247890987,(224) 789-0987,224-789-0987,224,Illinois,palindrome_7890987
+12248901098,(224) 890-1098,224-890-1098,224,Illinois,palindrome_8901098
+12249012109,(224) 901-2109,224-901-2109,224,Illinois,palindrome_9012109
+12241111111,(224) 111-1111,224-111-1111,224,Illinois,repeating_1
+12242222222,(224) 222-2222,224-222-2222,224,Illinois,repeating_2
+12243333333,(224) 333-3333,224-333-3333,224,Illinois,repeating_3
+12244444444,(224) 444-4444,224-444-4444,224,Illinois,repeating_4
+12245555555,(224) 555-5555,224-555-5555,224,Illinois,repeating_5
+12246666666,(224) 666-6666,224-666-6666,224,Illinois,repeating_6
+12247777777,(224) 777-7777,224-777-7777,224,Illinois,repeating_7
+12248888888,(224) 888-8888,224-888-8888,224,Illinois,repeating_8
+12249999999,(224) 999-9999,224-999-9999,224,Illinois,repeating_9
+12252345678,(225) 234-5678,225-234-5678,225,Louisiana,ascending_from_2
+12253456789,(225) 345-6789,225-345-6789,225,Louisiana,ascending_from_3
+12254567890,(225) 456-7890,225-456-7890,225,Louisiana,ascending_from_4
+12255678901,(225) 567-8901,225-567-8901,225,Louisiana,ascending_from_5
+12256789012,(225) 678-9012,225-678-9012,225,Louisiana,ascending_from_6
+12257890123,(225) 789-0123,225-789-0123,225,Louisiana,ascending_from_7
+12258901234,(225) 890-1234,225-890-1234,225,Louisiana,ascending_from_8
+12259012345,(225) 901-2345,225-901-2345,225,Louisiana,ascending_from_9
+12252109876,(225) 210-9876,225-210-9876,225,Louisiana,descending_from_2
+12253210987,(225) 321-0987,225-321-0987,225,Louisiana,descending_from_3
+12254321098,(225) 432-1098,225-432-1098,225,Louisiana,descending_from_4
+12255432109,(225) 543-2109,225-543-2109,225,Louisiana,descending_from_5
+12256543210,(225) 654-3210,225-654-3210,225,Louisiana,descending_from_6
+12257654321,(225) 765-4321,225-765-4321,225,Louisiana,descending_from_7
+12258765432,(225) 876-5432,225-876-5432,225,Louisiana,descending_from_8
+12259876543,(225) 987-6543,225-987-6543,225,Louisiana,descending_from_9
+12255550100,(225) 555-0100,225-555-0100,225,Louisiana,fictional_555_01XX
+12255550101,(225) 555-0101,225-555-0101,225,Louisiana,fictional_555_01XX
+12255550102,(225) 555-0102,225-555-0102,225,Louisiana,fictional_555_01XX
+12255550103,(225) 555-0103,225-555-0103,225,Louisiana,fictional_555_01XX
+12255550104,(225) 555-0104,225-555-0104,225,Louisiana,fictional_555_01XX
+12255550105,(225) 555-0105,225-555-0105,225,Louisiana,fictional_555_01XX
+12255550106,(225) 555-0106,225-555-0106,225,Louisiana,fictional_555_01XX
+12255550107,(225) 555-0107,225-555-0107,225,Louisiana,fictional_555_01XX
+12255550108,(225) 555-0108,225-555-0108,225,Louisiana,fictional_555_01XX
+12255550109,(225) 555-0109,225-555-0109,225,Louisiana,fictional_555_01XX
+12255550110,(225) 555-0110,225-555-0110,225,Louisiana,fictional_555_01XX
+12255550111,(225) 555-0111,225-555-0111,225,Louisiana,fictional_555_01XX
+12255550112,(225) 555-0112,225-555-0112,225,Louisiana,fictional_555_01XX
+12255550113,(225) 555-0113,225-555-0113,225,Louisiana,fictional_555_01XX
+12255550114,(225) 555-0114,225-555-0114,225,Louisiana,fictional_555_01XX
+12255550115,(225) 555-0115,225-555-0115,225,Louisiana,fictional_555_01XX
+12255550116,(225) 555-0116,225-555-0116,225,Louisiana,fictional_555_01XX
+12255550117,(225) 555-0117,225-555-0117,225,Louisiana,fictional_555_01XX
+12255550118,(225) 555-0118,225-555-0118,225,Louisiana,fictional_555_01XX
+12255550119,(225) 555-0119,225-555-0119,225,Louisiana,fictional_555_01XX
+12255550120,(225) 555-0120,225-555-0120,225,Louisiana,fictional_555_01XX
+12255550121,(225) 555-0121,225-555-0121,225,Louisiana,fictional_555_01XX
+12255550122,(225) 555-0122,225-555-0122,225,Louisiana,fictional_555_01XX
+12255550123,(225) 555-0123,225-555-0123,225,Louisiana,fictional_555_01XX
+12255550124,(225) 555-0124,225-555-0124,225,Louisiana,fictional_555_01XX
+12255550125,(225) 555-0125,225-555-0125,225,Louisiana,fictional_555_01XX
+12255550126,(225) 555-0126,225-555-0126,225,Louisiana,fictional_555_01XX
+12255550127,(225) 555-0127,225-555-0127,225,Louisiana,fictional_555_01XX
+12255550128,(225) 555-0128,225-555-0128,225,Louisiana,fictional_555_01XX
+12255550129,(225) 555-0129,225-555-0129,225,Louisiana,fictional_555_01XX
+12255550130,(225) 555-0130,225-555-0130,225,Louisiana,fictional_555_01XX
+12255550131,(225) 555-0131,225-555-0131,225,Louisiana,fictional_555_01XX
+12255550132,(225) 555-0132,225-555-0132,225,Louisiana,fictional_555_01XX
+12255550133,(225) 555-0133,225-555-0133,225,Louisiana,fictional_555_01XX
+12255550134,(225) 555-0134,225-555-0134,225,Louisiana,fictional_555_01XX
+12255550135,(225) 555-0135,225-555-0135,225,Louisiana,fictional_555_01XX
+12255550136,(225) 555-0136,225-555-0136,225,Louisiana,fictional_555_01XX
+12255550137,(225) 555-0137,225-555-0137,225,Louisiana,fictional_555_01XX
+12255550138,(225) 555-0138,225-555-0138,225,Louisiana,fictional_555_01XX
+12255550139,(225) 555-0139,225-555-0139,225,Louisiana,fictional_555_01XX
+12255550140,(225) 555-0140,225-555-0140,225,Louisiana,fictional_555_01XX
+12255550141,(225) 555-0141,225-555-0141,225,Louisiana,fictional_555_01XX
+12255550142,(225) 555-0142,225-555-0142,225,Louisiana,fictional_555_01XX
+12255550143,(225) 555-0143,225-555-0143,225,Louisiana,fictional_555_01XX
+12255550144,(225) 555-0144,225-555-0144,225,Louisiana,fictional_555_01XX
+12255550145,(225) 555-0145,225-555-0145,225,Louisiana,fictional_555_01XX
+12255550146,(225) 555-0146,225-555-0146,225,Louisiana,fictional_555_01XX
+12255550147,(225) 555-0147,225-555-0147,225,Louisiana,fictional_555_01XX
+12255550148,(225) 555-0148,225-555-0148,225,Louisiana,fictional_555_01XX
+12255550149,(225) 555-0149,225-555-0149,225,Louisiana,fictional_555_01XX
+12255550150,(225) 555-0150,225-555-0150,225,Louisiana,fictional_555_01XX
+12255550151,(225) 555-0151,225-555-0151,225,Louisiana,fictional_555_01XX
+12255550152,(225) 555-0152,225-555-0152,225,Louisiana,fictional_555_01XX
+12255550153,(225) 555-0153,225-555-0153,225,Louisiana,fictional_555_01XX
+12255550154,(225) 555-0154,225-555-0154,225,Louisiana,fictional_555_01XX
+12255550155,(225) 555-0155,225-555-0155,225,Louisiana,fictional_555_01XX
+12255550156,(225) 555-0156,225-555-0156,225,Louisiana,fictional_555_01XX
+12255550157,(225) 555-0157,225-555-0157,225,Louisiana,fictional_555_01XX
+12255550158,(225) 555-0158,225-555-0158,225,Louisiana,fictional_555_01XX
+12255550159,(225) 555-0159,225-555-0159,225,Louisiana,fictional_555_01XX
+12255550160,(225) 555-0160,225-555-0160,225,Louisiana,fictional_555_01XX
+12255550161,(225) 555-0161,225-555-0161,225,Louisiana,fictional_555_01XX
+12255550162,(225) 555-0162,225-555-0162,225,Louisiana,fictional_555_01XX
+12255550163,(225) 555-0163,225-555-0163,225,Louisiana,fictional_555_01XX
+12255550164,(225) 555-0164,225-555-0164,225,Louisiana,fictional_555_01XX
+12255550165,(225) 555-0165,225-555-0165,225,Louisiana,fictional_555_01XX
+12255550166,(225) 555-0166,225-555-0166,225,Louisiana,fictional_555_01XX
+12255550167,(225) 555-0167,225-555-0167,225,Louisiana,fictional_555_01XX
+12255550168,(225) 555-0168,225-555-0168,225,Louisiana,fictional_555_01XX
+12255550169,(225) 555-0169,225-555-0169,225,Louisiana,fictional_555_01XX
+12255550170,(225) 555-0170,225-555-0170,225,Louisiana,fictional_555_01XX
+12255550171,(225) 555-0171,225-555-0171,225,Louisiana,fictional_555_01XX
+12255550172,(225) 555-0172,225-555-0172,225,Louisiana,fictional_555_01XX
+12255550173,(225) 555-0173,225-555-0173,225,Louisiana,fictional_555_01XX
+12255550174,(225) 555-0174,225-555-0174,225,Louisiana,fictional_555_01XX
+12255550175,(225) 555-0175,225-555-0175,225,Louisiana,fictional_555_01XX
+12255550176,(225) 555-0176,225-555-0176,225,Louisiana,fictional_555_01XX
+12255550177,(225) 555-0177,225-555-0177,225,Louisiana,fictional_555_01XX
+12255550178,(225) 555-0178,225-555-0178,225,Louisiana,fictional_555_01XX
+12255550179,(225) 555-0179,225-555-0179,225,Louisiana,fictional_555_01XX
+12255550180,(225) 555-0180,225-555-0180,225,Louisiana,fictional_555_01XX
+12255550181,(225) 555-0181,225-555-0181,225,Louisiana,fictional_555_01XX
+12255550182,(225) 555-0182,225-555-0182,225,Louisiana,fictional_555_01XX
+12255550183,(225) 555-0183,225-555-0183,225,Louisiana,fictional_555_01XX
+12255550184,(225) 555-0184,225-555-0184,225,Louisiana,fictional_555_01XX
+12255550185,(225) 555-0185,225-555-0185,225,Louisiana,fictional_555_01XX
+12255550186,(225) 555-0186,225-555-0186,225,Louisiana,fictional_555_01XX
+12255550187,(225) 555-0187,225-555-0187,225,Louisiana,fictional_555_01XX
+12255550188,(225) 555-0188,225-555-0188,225,Louisiana,fictional_555_01XX
+12255550189,(225) 555-0189,225-555-0189,225,Louisiana,fictional_555_01XX
+12255550190,(225) 555-0190,225-555-0190,225,Louisiana,fictional_555_01XX
+12255550191,(225) 555-0191,225-555-0191,225,Louisiana,fictional_555_01XX
+12255550192,(225) 555-0192,225-555-0192,225,Louisiana,fictional_555_01XX
+12255550193,(225) 555-0193,225-555-0193,225,Louisiana,fictional_555_01XX
+12255550194,(225) 555-0194,225-555-0194,225,Louisiana,fictional_555_01XX
+12255550195,(225) 555-0195,225-555-0195,225,Louisiana,fictional_555_01XX
+12255550196,(225) 555-0196,225-555-0196,225,Louisiana,fictional_555_01XX
+12255550197,(225) 555-0197,225-555-0197,225,Louisiana,fictional_555_01XX
+12255550198,(225) 555-0198,225-555-0198,225,Louisiana,fictional_555_01XX
+12255550199,(225) 555-0199,225-555-0199,225,Louisiana,fictional_555_01XX
+12252345432,(225) 234-5432,225-234-5432,225,Louisiana,palindrome_2345432
+12253456543,(225) 345-6543,225-345-6543,225,Louisiana,palindrome_3456543
+12254567654,(225) 456-7654,225-456-7654,225,Louisiana,palindrome_4567654
+12255678765,(225) 567-8765,225-567-8765,225,Louisiana,palindrome_5678765
+12256789876,(225) 678-9876,225-678-9876,225,Louisiana,palindrome_6789876
+12257890987,(225) 789-0987,225-789-0987,225,Louisiana,palindrome_7890987
+12258901098,(225) 890-1098,225-890-1098,225,Louisiana,palindrome_8901098
+12259012109,(225) 901-2109,225-901-2109,225,Louisiana,palindrome_9012109
+12251111111,(225) 111-1111,225-111-1111,225,Louisiana,repeating_1
+12252222222,(225) 222-2222,225-222-2222,225,Louisiana,repeating_2
+12253333333,(225) 333-3333,225-333-3333,225,Louisiana,repeating_3
+12254444444,(225) 444-4444,225-444-4444,225,Louisiana,repeating_4
+12255555555,(225) 555-5555,225-555-5555,225,Louisiana,repeating_5
+12256666666,(225) 666-6666,225-666-6666,225,Louisiana,repeating_6
+12257777777,(225) 777-7777,225-777-7777,225,Louisiana,repeating_7
+12258888888,(225) 888-8888,225-888-8888,225,Louisiana,repeating_8
+12259999999,(225) 999-9999,225-999-9999,225,Louisiana,repeating_9
+12272345678,(227) 234-5678,227-234-5678,227,Maryland,ascending_from_2
+12273456789,(227) 345-6789,227-345-6789,227,Maryland,ascending_from_3
+12274567890,(227) 456-7890,227-456-7890,227,Maryland,ascending_from_4
+12275678901,(227) 567-8901,227-567-8901,227,Maryland,ascending_from_5
+12276789012,(227) 678-9012,227-678-9012,227,Maryland,ascending_from_6
+12277890123,(227) 789-0123,227-789-0123,227,Maryland,ascending_from_7
+12278901234,(227) 890-1234,227-890-1234,227,Maryland,ascending_from_8
+12279012345,(227) 901-2345,227-901-2345,227,Maryland,ascending_from_9
+12272109876,(227) 210-9876,227-210-9876,227,Maryland,descending_from_2
+12273210987,(227) 321-0987,227-321-0987,227,Maryland,descending_from_3
+12274321098,(227) 432-1098,227-432-1098,227,Maryland,descending_from_4
+12275432109,(227) 543-2109,227-543-2109,227,Maryland,descending_from_5
+12276543210,(227) 654-3210,227-654-3210,227,Maryland,descending_from_6
+12277654321,(227) 765-4321,227-765-4321,227,Maryland,descending_from_7
+12278765432,(227) 876-5432,227-876-5432,227,Maryland,descending_from_8
+12279876543,(227) 987-6543,227-987-6543,227,Maryland,descending_from_9
+12275550100,(227) 555-0100,227-555-0100,227,Maryland,fictional_555_01XX
+12275550101,(227) 555-0101,227-555-0101,227,Maryland,fictional_555_01XX
+12275550102,(227) 555-0102,227-555-0102,227,Maryland,fictional_555_01XX
+12275550103,(227) 555-0103,227-555-0103,227,Maryland,fictional_555_01XX
+12275550104,(227) 555-0104,227-555-0104,227,Maryland,fictional_555_01XX
+12275550105,(227) 555-0105,227-555-0105,227,Maryland,fictional_555_01XX
+12275550106,(227) 555-0106,227-555-0106,227,Maryland,fictional_555_01XX
+12275550107,(227) 555-0107,227-555-0107,227,Maryland,fictional_555_01XX
+12275550108,(227) 555-0108,227-555-0108,227,Maryland,fictional_555_01XX
+12275550109,(227) 555-0109,227-555-0109,227,Maryland,fictional_555_01XX
+12275550110,(227) 555-0110,227-555-0110,227,Maryland,fictional_555_01XX
+12275550111,(227) 555-0111,227-555-0111,227,Maryland,fictional_555_01XX
+12275550112,(227) 555-0112,227-555-0112,227,Maryland,fictional_555_01XX
+12275550113,(227) 555-0113,227-555-0113,227,Maryland,fictional_555_01XX
+12275550114,(227) 555-0114,227-555-0114,227,Maryland,fictional_555_01XX
+12275550115,(227) 555-0115,227-555-0115,227,Maryland,fictional_555_01XX
+12275550116,(227) 555-0116,227-555-0116,227,Maryland,fictional_555_01XX
+12275550117,(227) 555-0117,227-555-0117,227,Maryland,fictional_555_01XX
+12275550118,(227) 555-0118,227-555-0118,227,Maryland,fictional_555_01XX
+12275550119,(227) 555-0119,227-555-0119,227,Maryland,fictional_555_01XX
+12275550120,(227) 555-0120,227-555-0120,227,Maryland,fictional_555_01XX
+12275550121,(227) 555-0121,227-555-0121,227,Maryland,fictional_555_01XX
+12275550122,(227) 555-0122,227-555-0122,227,Maryland,fictional_555_01XX
+12275550123,(227) 555-0123,227-555-0123,227,Maryland,fictional_555_01XX
+12275550124,(227) 555-0124,227-555-0124,227,Maryland,fictional_555_01XX
+12275550125,(227) 555-0125,227-555-0125,227,Maryland,fictional_555_01XX
+12275550126,(227) 555-0126,227-555-0126,227,Maryland,fictional_555_01XX
+12275550127,(227) 555-0127,227-555-0127,227,Maryland,fictional_555_01XX
+12275550128,(227) 555-0128,227-555-0128,227,Maryland,fictional_555_01XX
+12275550129,(227) 555-0129,227-555-0129,227,Maryland,fictional_555_01XX
+12275550130,(227) 555-0130,227-555-0130,227,Maryland,fictional_555_01XX
+12275550131,(227) 555-0131,227-555-0131,227,Maryland,fictional_555_01XX
+12275550132,(227) 555-0132,227-555-0132,227,Maryland,fictional_555_01XX
+12275550133,(227) 555-0133,227-555-0133,227,Maryland,fictional_555_01XX
+12275550134,(227) 555-0134,227-555-0134,227,Maryland,fictional_555_01XX
+12275550135,(227) 555-0135,227-555-0135,227,Maryland,fictional_555_01XX
+12275550136,(227) 555-0136,227-555-0136,227,Maryland,fictional_555_01XX
+12275550137,(227) 555-0137,227-555-0137,227,Maryland,fictional_555_01XX
+12275550138,(227) 555-0138,227-555-0138,227,Maryland,fictional_555_01XX
+12275550139,(227) 555-0139,227-555-0139,227,Maryland,fictional_555_01XX
+12275550140,(227) 555-0140,227-555-0140,227,Maryland,fictional_555_01XX
+12275550141,(227) 555-0141,227-555-0141,227,Maryland,fictional_555_01XX
+12275550142,(227) 555-0142,227-555-0142,227,Maryland,fictional_555_01XX
+12275550143,(227) 555-0143,227-555-0143,227,Maryland,fictional_555_01XX
+12275550144,(227) 555-0144,227-555-0144,227,Maryland,fictional_555_01XX
+12275550145,(227) 555-0145,227-555-0145,227,Maryland,fictional_555_01XX
+12275550146,(227) 555-0146,227-555-0146,227,Maryland,fictional_555_01XX
+12275550147,(227) 555-0147,227-555-0147,227,Maryland,fictional_555_01XX
+12275550148,(227) 555-0148,227-555-0148,227,Maryland,fictional_555_01XX
+12275550149,(227) 555-0149,227-555-0149,227,Maryland,fictional_555_01XX
+12275550150,(227) 555-0150,227-555-0150,227,Maryland,fictional_555_01XX
+12275550151,(227) 555-0151,227-555-0151,227,Maryland,fictional_555_01XX
+12275550152,(227) 555-0152,227-555-0152,227,Maryland,fictional_555_01XX
+12275550153,(227) 555-0153,227-555-0153,227,Maryland,fictional_555_01XX
+12275550154,(227) 555-0154,227-555-0154,227,Maryland,fictional_555_01XX
+12275550155,(227) 555-0155,227-555-0155,227,Maryland,fictional_555_01XX
+12275550156,(227) 555-0156,227-555-0156,227,Maryland,fictional_555_01XX
+12275550157,(227) 555-0157,227-555-0157,227,Maryland,fictional_555_01XX
+12275550158,(227) 555-0158,227-555-0158,227,Maryland,fictional_555_01XX
+12275550159,(227) 555-0159,227-555-0159,227,Maryland,fictional_555_01XX
+12275550160,(227) 555-0160,227-555-0160,227,Maryland,fictional_555_01XX
+12275550161,(227) 555-0161,227-555-0161,227,Maryland,fictional_555_01XX
+12275550162,(227) 555-0162,227-555-0162,227,Maryland,fictional_555_01XX
+12275550163,(227) 555-0163,227-555-0163,227,Maryland,fictional_555_01XX
+12275550164,(227) 555-0164,227-555-0164,227,Maryland,fictional_555_01XX
+12275550165,(227) 555-0165,227-555-0165,227,Maryland,fictional_555_01XX
+12275550166,(227) 555-0166,227-555-0166,227,Maryland,fictional_555_01XX
+12275550167,(227) 555-0167,227-555-0167,227,Maryland,fictional_555_01XX
+12275550168,(227) 555-0168,227-555-0168,227,Maryland,fictional_555_01XX
+12275550169,(227) 555-0169,227-555-0169,227,Maryland,fictional_555_01XX
+12275550170,(227) 555-0170,227-555-0170,227,Maryland,fictional_555_01XX
+12275550171,(227) 555-0171,227-555-0171,227,Maryland,fictional_555_01XX
+12275550172,(227) 555-0172,227-555-0172,227,Maryland,fictional_555_01XX
+12275550173,(227) 555-0173,227-555-0173,227,Maryland,fictional_555_01XX
+12275550174,(227) 555-0174,227-555-0174,227,Maryland,fictional_555_01XX
+12275550175,(227) 555-0175,227-555-0175,227,Maryland,fictional_555_01XX
+12275550176,(227) 555-0176,227-555-0176,227,Maryland,fictional_555_01XX
+12275550177,(227) 555-0177,227-555-0177,227,Maryland,fictional_555_01XX
+12275550178,(227) 555-0178,227-555-0178,227,Maryland,fictional_555_01XX
+12275550179,(227) 555-0179,227-555-0179,227,Maryland,fictional_555_01XX
+12275550180,(227) 555-0180,227-555-0180,227,Maryland,fictional_555_01XX
+12275550181,(227) 555-0181,227-555-0181,227,Maryland,fictional_555_01XX
+12275550182,(227) 555-0182,227-555-0182,227,Maryland,fictional_555_01XX
+12275550183,(227) 555-0183,227-555-0183,227,Maryland,fictional_555_01XX
+12275550184,(227) 555-0184,227-555-0184,227,Maryland,fictional_555_01XX
+12275550185,(227) 555-0185,227-555-0185,227,Maryland,fictional_555_01XX
+12275550186,(227) 555-0186,227-555-0186,227,Maryland,fictional_555_01XX
+12275550187,(227) 555-0187,227-555-0187,227,Maryland,fictional_555_01XX
+12275550188,(227) 555-0188,227-555-0188,227,Maryland,fictional_555_01XX
+12275550189,(227) 555-0189,227-555-0189,227,Maryland,fictional_555_01XX
+12275550190,(227) 555-0190,227-555-0190,227,Maryland,fictional_555_01XX
+12275550191,(227) 555-0191,227-555-0191,227,Maryland,fictional_555_01XX
+12275550192,(227) 555-0192,227-555-0192,227,Maryland,fictional_555_01XX
+12275550193,(227) 555-0193,227-555-0193,227,Maryland,fictional_555_01XX
+12275550194,(227) 555-0194,227-555-0194,227,Maryland,fictional_555_01XX
+12275550195,(227) 555-0195,227-555-0195,227,Maryland,fictional_555_01XX
+12275550196,(227) 555-0196,227-555-0196,227,Maryland,fictional_555_01XX
+12275550197,(227) 555-0197,227-555-0197,227,Maryland,fictional_555_01XX
+12275550198,(227) 555-0198,227-555-0198,227,Maryland,fictional_555_01XX
+12275550199,(227) 555-0199,227-555-0199,227,Maryland,fictional_555_01XX
+12272345432,(227) 234-5432,227-234-5432,227,Maryland,palindrome_2345432
+12273456543,(227) 345-6543,227-345-6543,227,Maryland,palindrome_3456543
+12274567654,(227) 456-7654,227-456-7654,227,Maryland,palindrome_4567654
+12275678765,(227) 567-8765,227-567-8765,227,Maryland,palindrome_5678765
+12276789876,(227) 678-9876,227-678-9876,227,Maryland,palindrome_6789876
+12277890987,(227) 789-0987,227-789-0987,227,Maryland,palindrome_7890987
+12278901098,(227) 890-1098,227-890-1098,227,Maryland,palindrome_8901098
+12279012109,(227) 901-2109,227-901-2109,227,Maryland,palindrome_9012109
+12271111111,(227) 111-1111,227-111-1111,227,Maryland,repeating_1
+12272222222,(227) 222-2222,227-222-2222,227,Maryland,repeating_2
+12273333333,(227) 333-3333,227-333-3333,227,Maryland,repeating_3
+12274444444,(227) 444-4444,227-444-4444,227,Maryland,repeating_4
+12275555555,(227) 555-5555,227-555-5555,227,Maryland,repeating_5
+12276666666,(227) 666-6666,227-666-6666,227,Maryland,repeating_6
+12277777777,(227) 777-7777,227-777-7777,227,Maryland,repeating_7
+12278888888,(227) 888-8888,227-888-8888,227,Maryland,repeating_8
+12279999999,(227) 999-9999,227-999-9999,227,Maryland,repeating_9
+12282345678,(228) 234-5678,228-234-5678,228,Mississippi,ascending_from_2
+12283456789,(228) 345-6789,228-345-6789,228,Mississippi,ascending_from_3
+12284567890,(228) 456-7890,228-456-7890,228,Mississippi,ascending_from_4
+12285678901,(228) 567-8901,228-567-8901,228,Mississippi,ascending_from_5
+12286789012,(228) 678-9012,228-678-9012,228,Mississippi,ascending_from_6
+12287890123,(228) 789-0123,228-789-0123,228,Mississippi,ascending_from_7
+12288901234,(228) 890-1234,228-890-1234,228,Mississippi,ascending_from_8
+12289012345,(228) 901-2345,228-901-2345,228,Mississippi,ascending_from_9
+12282109876,(228) 210-9876,228-210-9876,228,Mississippi,descending_from_2
+12283210987,(228) 321-0987,228-321-0987,228,Mississippi,descending_from_3
+12284321098,(228) 432-1098,228-432-1098,228,Mississippi,descending_from_4
+12285432109,(228) 543-2109,228-543-2109,228,Mississippi,descending_from_5
+12286543210,(228) 654-3210,228-654-3210,228,Mississippi,descending_from_6
+12287654321,(228) 765-4321,228-765-4321,228,Mississippi,descending_from_7
+12288765432,(228) 876-5432,228-876-5432,228,Mississippi,descending_from_8
+12289876543,(228) 987-6543,228-987-6543,228,Mississippi,descending_from_9
+12285550100,(228) 555-0100,228-555-0100,228,Mississippi,fictional_555_01XX
+12285550101,(228) 555-0101,228-555-0101,228,Mississippi,fictional_555_01XX
+12285550102,(228) 555-0102,228-555-0102,228,Mississippi,fictional_555_01XX
+12285550103,(228) 555-0103,228-555-0103,228,Mississippi,fictional_555_01XX
+12285550104,(228) 555-0104,228-555-0104,228,Mississippi,fictional_555_01XX
+12285550105,(228) 555-0105,228-555-0105,228,Mississippi,fictional_555_01XX
+12285550106,(228) 555-0106,228-555-0106,228,Mississippi,fictional_555_01XX
+12285550107,(228) 555-0107,228-555-0107,228,Mississippi,fictional_555_01XX
+12285550108,(228) 555-0108,228-555-0108,228,Mississippi,fictional_555_01XX
+12285550109,(228) 555-0109,228-555-0109,228,Mississippi,fictional_555_01XX
+12285550110,(228) 555-0110,228-555-0110,228,Mississippi,fictional_555_01XX
+12285550111,(228) 555-0111,228-555-0111,228,Mississippi,fictional_555_01XX
+12285550112,(228) 555-0112,228-555-0112,228,Mississippi,fictional_555_01XX
+12285550113,(228) 555-0113,228-555-0113,228,Mississippi,fictional_555_01XX
+12285550114,(228) 555-0114,228-555-0114,228,Mississippi,fictional_555_01XX
+12285550115,(228) 555-0115,228-555-0115,228,Mississippi,fictional_555_01XX
+12285550116,(228) 555-0116,228-555-0116,228,Mississippi,fictional_555_01XX
+12285550117,(228) 555-0117,228-555-0117,228,Mississippi,fictional_555_01XX
+12285550118,(228) 555-0118,228-555-0118,228,Mississippi,fictional_555_01XX
